Nation,s0,f0,s1,f1,s2,f2,s4,f4,s5,f5,s6,f6,s7,f7,s8,f8,s9,f9,s10,f10,s11,f11,s12,f12,s13,f13,s14,f14,s15,f15,s16,f16,s17,f17,s18,f18,s19,f19,s20,f20,s21,f21,s22,f22,s23,f23,s24,f24,s25,f25,s26,f26,s27,f27,s28,f28,s29,f29,s30,f30,s31,f31,s32,f32,s33,f33,s34,f34,s35,f35,s36,f36,s37,f37,s38,f38,s39,f39,s40,f40,s41,f41,s42,f42,s43,f43,s44,f44,s45,f45,s46,f46,s47,f47,s48,f48,s49,f49,s50,f50,s51,f51,s52,f52,s53,f53,s54,f54,s55,f55,s56,f56,s57,f57,s58,f58,s59,f59,s60,f60,s61,f61,s62,f62,s63,f63,s64,f64,s67,f67,s68,f68,s69,f69,s70,f70,s71,f71,s72,f72,s73,f73,s74,f74,s75,f75,s77,f77,s78,f78,s79,f79,s85,f85,s87,f87,s88,f88
Nothing but the wind,62.67,62.67,29.56,29.56,57.33,57.33,1.56,1.56,31.6,31.5,42,42,1026.56,1253.11,46,46,121.5,121.5,-8.72,-8.94,2418.96,2313.43,895.91,771.14,2389.09,2313.43,5076.83,5166.66,-5.14,-5.29,-7.48,-7.75,1586.51,1445.89,-6,-6.32,-10.77,-10.95,-6,-6.32,-6.78,-7.07,-4,-4.47,-8.12,-8.37,1269.21,1156.71,2475.15,2402.31,895.91,771.14,10,10.1,933.24,963.93,1119.89,1156.71,839.92,867.54,559.94,578.36,119.98,119.98,64.08,64.08,12,12,38.65,38.65,24.23,24.1,18.35,18.54,50,50,1,1,50,50,126,132,58.86,58.86,71.19,71.19,70.77,70.89,8.8,8.78,839.92,867.54,83.34,83.38,29.17,29.17,33.91,36.37,65.94,64.29,3.24,3.24,93.2,93.2,755.03,755.03,0,0,64,64,54.99,54.74,746.59,771.14,727.55,769.65,0.31,0.31,142.85,142.99,10.22,10.25,17.16,17.16,753.66,798.49,1.83,1.77,46.2,46.22,48.69,48.73,-48.99,-48.99,60,58.31,100.62,100.62,27579.3,26789.71,21793.6,21169.64,34010,33037,746.59,771.14,6.95,6.95,186.65,192.79,6696700000000,6901700000000,18229.92,17038.25,6.45,6.45,10.04,10.37
F1nn5ter,49,49,15.25,15.25,33.33,33.33,1.38,1.38,32.07,31.98,40.78,40.78,936.84,1070.56,56.25,56.25,99,99,2248.42,2208.73,-6.81,-7.04,264.52,180.3,-4.47,-4.9,1587.12,1577.66,-4.82,-4.98,1234.43,1171.98,-6,-6.24,22.04,-1.73,-9.9,-10.1,-8.83,-9.06,1013.99,946.6,925.82,856.45,44.09,-1.41,1058.08,991.67,-6.35,-6.93,3747.37,3561.01,13.67,13.75,551.08,563.45,936.84,957.87,1047.06,1070.56,551.08,563.45,507.09,507.09,72.62,72.62,12,12,24.77,24.77,20.5,20.39,22.85,22.97,50,50,1,1,50.99,50.99,134,140,63.53,63.53,91.03,91.03,70.22,70.32,20.25,20.25,1157.28,1183.25,67.61,67.71,15.25,15.25,49.79,51.94,37.35,35.68,9.74,9.74,92.49,92.49,1663.68,1663.68,-4,-4,64,64,50.53,50.39,771.52,788.83,1018.45,1027.55,0.3,0.3,78.91,79.02,9.72,9.72,15.78,15.78,818.25,861.47,1.5,1.46,34.75,34.75,46.27,46.31,26.46,26.46,-10,-17.32,105.5,105.5,23764.95,23279.57,20070.15,19660.23,27638,27074,771.52,788.83,2.83,2.83,440.87,450.76,5360200000000,5450100000000,11930.01,11197.47,14.46,14.46,8.24,8.48
The Navy of South Asians 23,64,64,30.44,30.44,76.67,76.67,1.42,1.42,29.9,29.83,43.68,43.68,1342.73,1525.23,45,45,123.75,123.75,1133.86,1037.16,4225.11,4173.03,2566.1,2501.38,895.15,793.12,-4.38,-4.65,-2.97,-3.22,3103.19,3050.46,1417.32,1296.45,3520.92,3477.53,-5.66,-6,-4.69,-5.1,-3.87,-4.36,2625.77,2562.39,-9.06,-9.27,1611.27,1506.93,-1.16,-2.01,6803.14,6589,12.73,12.81,1491.92,1525.23,1268.13,1296.45,1118.94,1143.92,1044.34,1067.66,34.9,34.9,70.55,70.55,14.16,14.16,44.02,44.02,29.47,29.34,5.86,6.26,52.16,52.16,1,1,50.5,50.5,143,149,63.29,63.29,102.95,102.95,73.07,73.18,18.95,18.94,1118.94,1143.92,80.57,80.68,23.83,23.83,40.68,42.58,49.01,47.29,0.74,0.74,94,94,587.51,587.51,0,0,68,68,51.28,51.13,820.55,838.88,1013.65,1024.79,0.28,0.28,192.2,192.37,10.02,10,17.77,17.77,875.4,917.46,1.51,1.47,36.05,36.06,49.85,49.89,46.9,46.9,45.83,43.59,92.89,92.89,34018.69,33332.4,28292.49,27721.72,40103,39294,1193.53,1220.18,2.86,2.86,372.98,381.31,6254200000000,6384400000000,20173.08,19132.8,5.2,5.2,14.29,14.81
Bootyswana04,61.33,61.33,36.67,36.67,57.33,57.33,1.66,1.66,31.08,31,42,42,1377.19,1610.12,47,47,119.25,119.25,2864.56,2803.5,2556.07,2454.96,1028.31,909.24,-8.49,-8.72,5435.33,5531.24,-10.04,-10.12,-9.06,-9.27,2203.51,2083.68,-6.48,-6.78,-7.21,-7.48,-11.92,-12.08,2130.06,2045.8,293.8,151.54,293.8,151.54,-4.69,-5.1,1607.7,1506.94,3892.87,3712.75,10.39,10.49,826.32,852.42,1009.94,1041.84,1101.76,1136.56,826.32,852.42,119.98,119.98,60.1,60.1,12,12,41.74,41.74,22.4,22.38,20.72,20.74,50,50,1,1,50,50,140,146,59.63,59.63,77.12,77.12,71.43,71.52,7.36,7.35,1101.76,1136.56,86,86.04,32.5,32.5,30.94,33.15,66.93,65.12,3.5,3.5,93.16,93.16,734.06,734.06,0,0,64,64,55.63,55.32,734.5,757.7,955.06,1000.84,0.29,0.29,139.97,140.11,10.69,10.72,17.16,17.16,849.86,892.41,1.58,1.54,47.64,47.65,50.02,50.05,67.82,67.82,-56.57,-58.31,100.2,100.2,33191.36,32269.71,25347.63,24643.78,42175,41004,734.5,757.7,4.79,4.79,91.81,94.71,4168300000000,4310700000000,22935.23,21556.16,6.95,6.95,10.95,11.34
Giang Zemin,72.67,72.67,1.75,1.75,15,15,1.04,1.04,47.82,46.39,42,42,186.74,240.25,32,32,153,153,-10.49,-10.68,-8,-8.2,-8.94,-9.17,-6.32,-6.63,-3.74,-4,-5.29,-5.44,-8.94,-9.17,583.57,552.58,746.96,730.37,-13.42,-13.56,93.37,57.66,653.59,634.27,-7.75,-8,-3.16,-3.74,186.74,153.76,232.89,201.26,0,0,11.09,11.18,256.77,264.28,303.45,312.33,420.17,432.45,116.71,120.13,130.47,130.47,96.48,96.48,12,12,12.64,12.64,19.04,18.92,24.32,24.43,50,50,1,1,50,50,110,116,62.05,62.05,79.34,79.34,64.38,64.51,34.32,34.32,326.8,336.35,70.51,70.54,-98.25,-98.25,42.56,45.05,52.09,50.5,19.57,19.57,91.75,91.75,1985.42,1985.42,0,0,64,64,75.21,75.16,233.43,240.25,605.1,643.48,0.32,0.32,204.45,204.62,9.64,9.64,17.11,17.11,639.7,688.85,2.05,1.97,20.68,20.68,40.54,40.59,-50,-50,-38.73,-41.23,101.04,101.04,7198.32,7012.88,7064.02,6882.04,7321,7133,233.43,240.25,3.09,3.09,70.03,72.08,1170500000000,1190100000000,4131.84,3857.08,6.58,6.58,7.18,7.21
Josi Sedai and Her Warder I,78.83,78.83,65.33,65.33,80.67,80.67,4.36,4.36,30.67,30.61,44.28,44.28,84.79,259.66,22.75,22.75,175.5,175.5,746.15,623.19,488.39,332.37,1085.31,969.4,1356.64,1246.38,8546.83,8655.39,8248.37,8198.39,47.48,-1.61,1356.64,1211.76,4137.75,4085.35,-4.24,-4.69,1763.63,1661.84,-3.22,-3.95,6172.71,6162.64,1763.63,1661.84,2645.45,2562,5436.05,5410.66,1878.95,1592.59,8.31,8.43,1695.8,1731.08,1017.48,1038.65,84.79,86.55,339.16,346.22,8.99,8.99,22.94,22.94,15.51,15.51,66.63,66.63,36.48,36.37,2.11,2.12,51.62,51.62,1,1,51.48,51.48,119,125,55.44,55.44,54.4,54.4,71.97,72.05,21.33,21.32,423.95,432.77,56.24,56.29,55,55,8.02,8.42,107.18,104.97,0.69,0.69,94.23,94.23,208.88,208.88,0,0,64,64,69.34,69.16,254.37,259.66,536.82,572.95,0.76,0.75,307.21,307.42,11.74,11.81,26.67,26.67,649.55,698.22,2.24,2.13,33.67,33.68,55.89,55.92,-35.36,-35.36,53.39,51.48,99.76,99.76,60417.29,59188.35,27353.1,26796.71,119231,116805,1102.27,1125.2,12.14,12.14,0,0,506100000000,501200000000,55583.91,54216.53,2.34,2.34,15.85,16.34
Bolum Tigarchyss,66.93,66.93,28,28,6,6,1.5,1.5,29.42,29.36,38.06,38.06,1425.04,1618.86,40.6,40.6,135,135,2615.38,2522.01,-7.59,-7.8,-8.12,-8.37,-6.16,-6.48,4224.84,4226.08,-9.42,-9.51,1656.4,1506.39,-4.9,-5.2,-8.66,-9,-13.49,-13.64,-4.69,-5.1,-6.45,-6.84,-7.87,-8.12,-15.23,-15.36,4526.61,4464.64,157.73,137.42,4271.78,4028.4,12.25,12.33,-4.47,-4.47,1844.17,1874.47,1676.52,1704.06,586.78,596.42,1065.35,1065.35,66.5,66.5,11.33,11.33,15.74,15.74,23.57,23.47,19.25,19.38,51,51,3.3,3.3,52.44,52.44,154,160,63.88,63.88,84.51,84.51,73.83,73.92,25.66,25.65,1425.04,1448.45,46.31,46.49,28,28,48.9,50.76,47.52,46.26,23.15,23.15,91.52,91.52,1552.3,1552.3,-4,-4,67,67,54.66,54.46,670.61,681.63,1034.08,1042.36,0.38,0.37,193.87,194.04,9.92,9.91,13.2,13.2,941.17,982.11,1.44,1.41,29.34,29.35,50.8,50.83,-52.92,-52.92,-22.36,-26.46,101.04,101.04,26693.72,26284.55,21514.35,21184.56,32352,31856,1341.22,1363.25,2.78,2.78,-3.16,-3.16,869900000000,898000000000,13640.49,12932,13.32,13.32,13.12,13.64
ERN Alba 7,61.33,61.33,43.33,43.33,57.33,57.33,1.94,1.94,31.07,31,42,42,821.73,1031.61,47,47,119.25,119.25,2483.46,2400.83,2980.16,2881,2118.25,2025.7,3944.32,3901.35,-3.63,-3.95,-4.98,-5.14,4309.54,4276.48,-6.82,-7.04,-5.66,-6,-10.58,-10.77,-7.21,-7.48,1022.6,900.31,1387.82,1275.44,-7.87,-8.12,1753.03,1650.57,2226.96,2115.73,8911.25,8703.01,9.95,10.05,821.73,844.04,1004.34,1031.61,1095.65,1125.39,547.82,562.69,119.98,119.98,51.61,51.61,12,12,45.73,45.73,24.81,24.68,17.52,17.72,50,50,1,1,50,50,120,126,58.98,58.98,73.32,73.32,71.44,71.52,5.03,5.02,1095.65,1125.39,66.42,66.52,39.5,39.5,23.83,25.61,75.18,73.34,3.5,3.5,93.16,93.16,672.91,672.91,0,0,64,64,64.02,63.65,730.43,750.26,846.23,891.43,0.32,0.32,139.1,139.25,9.85,9.85,17.16,17.16,704.05,750.46,1.68,1.64,49.97,49.98,51.13,51.16,-53.85,-53.85,76.16,74.83,100.2,100.2,38730.2,37771.81,27265.29,26590.6,52825,51518,730.43,750.26,6.68,6.68,91.3,93.78,619500000000,651900000000,29512.42,28102.22,6.95,6.95,12.32,12.8
ERN Firestorm 2,61.33,61.33,42,42,57.33,57.33,1.91,1.91,31.18,31.13,42,42,489.92,671.26,47,47,119.25,119.25,1241.12,1141.14,1881.28,1772.13,2874.17,2819.29,3854,3826.19,3592.72,3624.81,940.64,751.81,-5.66,-6,2776.19,2685.04,-6.48,-6.78,-10.58,-10.77,3527.39,3490.56,914.51,805.51,2220.95,2148.03,587.9,469.88,3200.78,3154.93,-1.83,-2.12,4115.29,3960.44,9.8,9.9,734.87,755.17,898.18,922.98,979.83,1006.89,489.92,503.45,119.98,119.98,52.3,52.3,12,12,45.17,45.17,26.09,25.95,15.47,15.7,50,50,1,1,50,50,110,116,59.04,59.04,73.71,73.71,71.29,71.35,5.36,5.35,979.83,1006.89,84.5,84.54,38.5,38.5,18.82,20.47,80.75,78.65,3.5,3.5,93.16,93.16,681.48,681.48,0,0,64,64,64.66,64.32,653.22,671.26,755.03,797.89,0.3,0.3,138.67,138.82,9.9,9.91,17.16,17.16,613.87,664.5,1.79,1.74,49.64,49.65,50.86,50.88,-43.59,-43.59,79.37,78.1,100.2,100.2,42126.23,41061.02,29865.61,29110.42,57107,55663,653.22,671.26,6.55,6.55,81.65,83.91,1112200000000,1178300000000,34206.5,32643.51,6.95,6.95,11.57,11.93
Regiment of the German President,66.22,66.22,33,33,57.33,57.33,2.05,2.05,32.3,32.23,42,42,448.79,613.27,41.67,41.67,132.75,132.75,2991.96,2943.7,-7.48,-7.69,3590.35,3556.98,598.39,490.62,777.91,686.86,3350.99,3238.08,-4.47,-4.9,3365.95,3296.34,-3.16,-3.74,-5.48,-5.83,-7.75,-8,2393.56,2330.43,-7.07,-7.35,-10,-10.2,1795.17,1717.16,3211.17,3168.37,6582.3,6500.68,9.8,9.9,673.19,689.93,822.79,843.25,897.59,919.91,448.79,459.95,119.98,119.98,48.76,48.76,12,12,41.3,41.3,25.28,25.15,16.8,17.01,50,50,1,1,50,50,110,116,58.58,58.58,70.98,70.98,69.96,70.04,9.42,9.41,897.59,919.91,80.21,80.25,31.75,31.75,20.47,22.04,78.86,76.99,3.5,3.5,93.16,93.16,693.72,693.72,0,0,64,64,61.36,59,598.39,613.27,680.42,721.12,0.33,0.33,159.63,159.78,9.73,9.74,17.16,17.16,616.41,666.88,1.9,1.84,45.58,45.59,48.86,48.89,67.82,67.82,37.42,34.64,100.2,100.2,35658.93,34853.05,24349.19,23798.91,49934,48805,598.39,613.27,7.53,7.53,74.8,76.66,1135300000000,1180700000000,28348.85,27185.38,6.69,6.69,10.99,11.36
Pigeonism,66.13,66.13,76.22,76.22,68.67,68.67,2.91,2.91,29.61,29.58,40.78,40.78,903.61,1157.13,41.8,41.8,132.75,132.75,-5.83,-6.16,325.3,111.08,3885.52,3795.4,5602.38,5554.24,1373.49,1147.88,-6.13,-6.26,-1.67,-2.37,7680.69,7637.08,1445.78,1388.56,-2,-2.83,-11.14,-11.31,2981.91,2869.69,-6.63,-6.93,-11.14,-11.31,5512.02,5461.67,3379.5,3165.92,3885.52,3795.4,6.56,6.71,-9.49,-9.49,1242.46,1272.85,225.9,231.43,903.61,925.71,7.84,7.84,34.4,34.4,10.55,10.55,60.15,60.15,29.74,29.62,5.15,5.47,50,50,2.52,2.52,50,50,140,146,56.41,56.41,56.81,56.81,73.52,73.57,10.37,10.36,1129.51,1157.13,46.98,46.93,59.33,59.33,8.3,8.71,103.35,101.47,1.06,1.06,93.67,93.67,393.67,393.67,-8,-8,64,64,71.2,71.07,112.95,115.71,914.64,961.2,0.66,0.66,96.44,96.56,10.17,10.18,33.18,33.18,827.24,870.26,1.61,1.57,44.63,44.64,59.01,59.03,-46.37,-46.37,80.31,79.06,101.45,101.45,53796.42,52520,30422.19,29700.36,88427,86329,112.95,115.71,10.95,10.95,-10.95,-10.95,273700000000,275300000000,49331.32,47950.76,13.1,13.1,25.73,26.64
Weizihegong Shuchuzuozhi,72.33,72.33,66,66,75.33,75.33,5.37,5.37,33.06,32.99,42,42,-5.48,-3.16,32.5,32.5,153,153,613.27,468.21,3599.9,3839.32,3296.33,3199.43,-2.9,-3.29,2989.7,2965.33,-3.1,-3.35,229.98,78.03,4670.06,4974.73,306.64,234.1,5212.8,5150.31,2913.04,2809.26,5212.8,5150.31,996.57,858.38,5212.8,5150.31,3526.31,3433.54,588.74,449.48,4139.58,3745.68,6.71,6.71,1054.06,1072.98,574.94,585.26,383.29,390.17,-3.16,-3.16,7.86,7.86,18.61,18.61,12,12,67.13,67.13,32.46,32.37,2.77,2.8,50,50,1,1,50,50,106,112,56.38,56.38,56.69,56.69,69.16,69.23,17.04,17.03,1054.06,1072.98,46.04,46.12,60,60,7.28,7.45,110.38,109.39,0.75,0.75,93.97,93.97,273.99,273.99,-8,-8,64,64,71.11,71.02,191.65,195.09,500.42,539.19,1.23,1.23,143.09,143.24,11.75,11.74,33.08,33.08,541.11,598.49,2.36,2.23,37.96,37.97,54.68,54.7,64.58,63.95,11.4,3.16,104.46,104.46,54235.38,53279.16,21856.05,21470.71,117422,115352,670.77,682.81,11,11,-6.32,-6.32,179300000000,177500000000,50276.2,49283.22,12.94,12.94,19.89,20.94
The Law of Vacant Places,68.67,68.67,69.5,69.5,75.33,75.33,2.95,2.95,32.07,31.92,44.83,44.83,-6.32,-4.47,38,38,139.5,139.5,-7.07,-7.35,0,-1.79,4324.35,3958.34,270.27,154.89,-7.21,-7.35,5288.31,6714.56,5045.07,4646.75,675.68,860.51,-6.71,-7.14,-4.47,-4.9,2702.72,2409.43,3063.08,2753.63,2702.72,2409.43,5405.43,4990.96,-3.02,-3.57,1651.55,1336.56,9369.42,8605.1,8.43,8.43,1126.13,1075.64,450.45,430.25,225.23,215.13,0,0,901.19,901.19,33.9,33.9,16.29,16.29,67.33,67.33,28.05,28.02,11.01,11.12,50,50,1,1,51.96,51.96,103,109,60.07,60.07,75.92,75.92,70.22,70.4,16.29,16.28,2252.26,2151.27,38.07,38.15,63.25,63.25,13.99,12.34,90.82,92.9,0.75,0.75,93.97,93.97,286.39,286.39,-8,-8,67,67,70.67,70.72,112.61,107.56,628.94,761.9,0.53,0.53,102.19,102.31,9.99,9.84,13.95,13.95,461.08,550.2,2,1.78,38.71,38.72,55.95,56,64.42,63.8,25.5,23.02,105.16,105.16,48782.42,51072.29,27364.27,28648.76,80731,84520,1238.74,1183.2,3.98,3.98,-13.42,-13.42,25700000000,27100000000,41952.88,44790.4,13.91,13.91,25.91,27.89
3rd Vi Guard,82.67,82.67,69.44,69.44,97,97,3.37,3.37,32.72,32.62,42,42,1055.09,1409.68,17.33,17.33,186.75,186.75,1085.24,877.13,-5.06,-5.37,1085.24,877.13,4099.79,4009.75,-3.63,-3.95,-8.05,-8.15,-1.41,-2.45,2110.18,1879.57,5908.52,5889.33,-13.49,-13.64,-6.48,-6.78,-4.69,-5.1,6511.43,6515.85,1688.15,1503.66,-7.87,-8.12,6680.24,6540.91,2170.48,1754.27,6.24,6.4,602.91,626.52,904.36,939.79,150.73,156.63,150.73,156.63,95.92,95.92,29.66,29.66,12,12,85.27,85.27,36.07,36.03,2.16,2.16,50,50,1,1,50,50,130,136,53.33,53.33,49.46,49.46,69.52,69.61,31.4,31.38,1055.09,1096.42,42.73,42.76,63.17,63.17,12.54,14.52,94.4,92.74,1.16,1.16,93.63,93.63,88.65,88.65,0,0,64,64,70.46,70.33,452.18,469.89,413.61,449.47,1.34,1.34,271.98,272.18,13.8,13.77,17.29,17.29,769.03,813.45,2.81,2.59,23.6,23.62,55.14,55.17,-51.48,-51.48,59.58,57.88,97.83,97.83,36735.29,35392.34,19159.62,18459.19,64588,62227,452.18,469.89,14.25,14.25,-6.32,-6.32,160400000000,177600000000,32143.38,30260.45,4.09,4.09,19.25,19.96
Gashia 2,51.67,51.67,38,38,20,20,2.28,2.28,31.27,31.21,37.37,37.37,765.18,940.02,54.25,54.25,103.5,103.5,1836.43,1754.71,4407.44,4361.71,1530.36,1441.37,4529.87,4512.11,2632.22,2632.06,4407.44,4311.57,1958.86,1873.78,4973.68,4935.12,612.14,501.35,-4.47,-4.9,306.07,188,-6.32,-6.63,-4.47,-4.9,918.22,814.69,1101.86,1002.69,0,-1.5,5325.66,5069.86,11.14,11.22,229.55,235.01,1147.77,1175.03,1759.92,1801.71,535.63,548.35,8.01,8.01,43.77,43.77,6.84,6.84,29.42,29.42,19.15,18.99,24.21,24.37,50,50,1,1,50,50,116,122,59.04,59.04,70.99,70.99,71.18,71.25,16.84,16.83,1071.25,1096.69,69.38,69.51,35.5,35.5,24.82,26.45,72.01,70.05,16.31,16.31,91.97,91.97,1230.37,1230.37,0,0,64,64,63.74,63.32,918.22,940.02,551.92,593.36,0.29,0.29,54.37,54.46,9.98,9.98,32.07,32.07,682.36,729.58,2.19,2.08,38.16,38.17,50.89,50.91,-75.5,-75.5,90.55,89.44,99.76,99.76,40845.35,39954.1,26315.79,25741.57,60122,58810,918.22,940.02,6.53,6.53,0,0,40800000000,47200000000,30715.71,29366.26,7.53,7.53,15.42,15.9
The mobile updater duck,57.33,57.33,57.33,57.33,57.33,57.33,3.61,3.61,32.75,32.75,42,42,272.99,272.99,50,50,112.5,112.5,3639.82,3639.82,1146.54,1146.54,2911.85,2911.85,3639.82,3639.82,-6.32,-6.32,4167.59,4167.59,1091.94,1091.94,4112.99,4112.99,-8.37,-8.37,-4.47,-4.47,1819.91,1819.91,0,0,4003.8,4003.8,4003.8,4003.8,4367.78,4367.78,1747.11,1747.11,7643.61,7643.61,9.33,9.33,818.96,818.96,818.96,818.96,1091.94,1091.94,272.99,272.99,119.98,119.98,27.72,27.72,12,12,49.93,49.93,25.84,25.84,15.89,15.89,50,50,1,1,50,50,100,100,56.72,56.72,57.19,57.19,69.48,69.48,0.56,0.56,1091.94,1091.94,73.51,73.51,50,50,13.87,13.87,90.45,90.45,3.24,3.24,93.2,93.2,610.35,610.35,0,0,64,64,68.45,68.45,727.96,727.96,545.14,545.14,0.33,0.33,126.07,126.07,9.86,9.86,17.16,17.16,509.99,509.99,2.21,2.21,54.44,54.44,52.7,52.7,-37.42,-37.42,73.48,73.48,100.2,100.2,49374.09,49374.09,24809.87,24809.87,89516,89516,727.96,727.96,10.54,10.54,91,91,2400000000,2700000000,42511.09,42511.09,7.09,7.09,16.41,16.41
Czeroveepus,13,13,2,2,3,3,1.04,1.04,37.54,37.3,42,42,336.59,399.12,87,87,29.25,29.25,724.96,702.46,-9.8,-9.96,-8.37,-8.6,0,-2,144.99,89.4,-2.83,-3.1,-6.32,-6.63,517.83,478.95,-10.49,-10.68,-5.48,-5.83,-6.32,-6.63,207.13,170.29,-8.37,-8.6,-5.48,-5.83,103.57,63.86,-6.78,-7.24,724.96,702.46,12.53,12.61,336.59,345.91,388.37,399.12,569.61,585.38,258.91,266.08,141.46,141.46,96.25,96.25,12,12,11.18,11.18,1.14,1.13,36.99,37.07,50,50,1,1,50,50,120,126,64.07,64.07,80.91,80.91,65.75,65.89,44.59,44.58,414.26,425.73,108.23,108.24,-98,-98,63.03,66.27,36.21,34.81,29.5,29.5,91.14,91.14,10038.93,10038.93,0,0,64,64,74.89,74.84,310.7,319.3,560.33,602.09,0.2,0.2,24.49,24.55,9.59,9.59,17.06,17.06,709.66,755.87,2.17,2.06,10.41,10.42,41.19,41.23,-64.03,-64.03,24.49,20,101.85,101.85,6488.39,6331.71,6359.27,6205.71,6607,6447,310.7,319.3,2.75,2.75,129.46,133.04,308500000000,316800000000,2400.71,2133.79,9.02,9.02,7.19,7.23
Cylarn,74.06,74.06,96.78,96.78,65.14,65.14,1.44,1.44,19.24,19.24,30.85,30.85,8794.48,8950.71,29.92,29.92,217.75,217.75,-20.69,-20.78,-14.64,-14.75,-12.63,-12.74,-14.03,-14.11,-21.45,-21.51,-13.68,-13.74,8748.6,8629.4,-19.52,-19.6,-2.45,-3,-24.04,-24.12,-21.86,-21.95,-14.11,-14.25,-11.31,-11.49,-21.68,-21.77,103.39,-0.99,-6.63,-7.08,8748.6,8629.4,34.42,34.45,5659.06,5661.13,15830.07,15835.86,10629.85,10633.74,4817.85,4819.61,19.47,19.47,69.43,69.43,0.89,0.89,36.93,36.93,73.06,73.01,0.99,0.99,31.99,31.99,13.24,13.24,39.73,39.73,435,441,95.59,95.59,123.23,123.23,92.25,92.25,14.61,14.62,19500.81,19507.95,6.18,6.18,35.25,35.25,95.46,95.47,-304,-304.82,22.13,22.13,91.59,91.59,516.25,516.25,8,8,119,119,40.95,40.9,2294.21,2295.05,1474.27,1477.05,0.2,0.2,174.49,174.65,7.5,7.5,18.01,18.01,2898.89,2929.47,0.57,0.57,40.39,40.38,87.03,87.04,-135.44,-135.55,86.32,85.33,121.25,121.25,99473.39,99436.98,82028.43,81998.41,118149,118106,12541.7,12546.29,1.72,1.72,1758.9,1759.54,831100000000,831100000000,4476.3,4474.66,30.18,30.18,145.72,146
Coventry Village,40.67,40.67,70,70,66.67,66.67,6.46,6.46,30.03,29.99,44.28,44.28,84.02,247.5,62.5,62.5,85.5,85.5,5444.55,5214.07,-5.73,-5.06,1075.47,924.01,3764.14,3564.05,-5.66,-5.83,295.75,950.41,4234.65,4026.06,4785.16,5505.14,2688.67,2508.03,2083.72,1914.03,4436.3,4224.06,5242.9,5016.07,3764.14,3564.05,-4.24,-4.69,4772.39,4554.06,3980.3,3776.3,10754.67,10164.14,11.83,11.92,1932.48,1897.53,1092.27,1072.51,1176.29,1155.02,420.1,412.51,1443.99,1443.99,15.47,15.47,15.09,15.09,61.02,61.02,27.32,27.2,13.02,13.31,50,50,1,1,50.99,50.99,102,108,61.11,61.11,85.47,85.47,72.88,72.94,12.43,12.43,1092.27,1072.51,70.58,70.69,64,64,16.78,16.29,85.64,86.32,1.51,1.51,93.52,93.52,527.89,527.89,-4,-4,64,64,69.83,69.81,504.13,495.01,570.74,676.92,0.31,0.31,48.62,48.7,12.67,11.74,11.55,11.55,455.38,547.59,2.14,1.91,42.57,42.57,57.68,57.7,-69.28,-69.28,80,78.74,104.1,104.1,65372.67,66576.83,23742.31,24179.64,153454,156280,1344.33,1320.02,3.37,3.37,420.1,412.51,400000000,500000000,54390.06,55724.81,13.92,13.92,19.53,21.37
Blackbird,73,73,23.75,23.75,68.19,68.19,1.27,1.27,15.59,15.59,171.47,171.47,22940.61,22961.9,31.5,31.5,217.25,217.25,-75.76,-75.79,-54.92,-54.95,-60.03,-60.07,-41.86,-41.89,-71.4,-71.42,-35.94,-35.97,-77.52,-77.55,-73.64,-73.66,-63.51,-63.54,-63.09,-63.12,-75.76,-75.79,-66.16,-66.19,-60.33,-60.37,-77.9,-77.93,774.34,746.19,-90.74,-90.77,0,0,131.45,131.45,17900.55,17900.91,16723.84,16724.18,10923.6,10923.83,10298.8,10299.01,2739.69,2739.69,78.79,78.79,124.73,124.73,4.52,4.52,282.5,282.45,0.41,0.41,44.48,44.48,38.55,38.55,93.17,93.17,1591,1597,255.8,255.8,231.65,231.65,96.48,96.48,19.84,19.84,6414.62,6414.75,337.77,337.78,-76.25,-76.25,120.63,120.63,-5991.32,-5992.13,0.54,0.54,95.08,95.08,581.92,581.92,190,190,217,217,86.91,86.89,12964.62,12964.88,2813.56,2815.14,0.06,0.06,166.06,166.22,0.99,0.99,7.06,7.06,10597.77,10621.51,0.23,0.23,35.16,35.16,70.83,70.83,-568.77,-568.87,253,252.66,344.54,344.54,180696.19,180692.53,159345.27,159342.04,202235,202231,21087.03,21087.46,1.09,1.09,11454.68,11454.92,236800000000,236800000000,0,0,46.82,46.82,259.75,259.92
